stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
2.921.679581,921,"Pl de Sarrià",41.399879,2.121379,,0,,0
2.922.675406,922,"Ronda de Dalt - Ràfols",41.401583,2.114836,,0,,0
2.923.674678,923,"Les Corts - Mejía Lequerica",41.381911,2.127255,,0,,0
2.925.675304,925,"Mini Estadi - Palau Blaugrana",41.380834,2.119227,,0,,0
2.927.684222,927,"Gran Via - Muntaner",41.384377,2.161685,,0,,0
2.928.691351,928,"Diagonal - Muntaner",41.394302,2.150403,,0,,0
2.929.691353,929,"Diagonal - Muntaner",41.394171,2.15052,,0,,0
2.930.676819,930,"Còrsega - Aribau",41.392177,2.153473,,0,,0
2.931.675328,931,"Via Augusta - Muntaner",41.399183,2.143539,,0,,0
2.932.676598,932,"Trav de Gràcia - Muntaner",41.395343,2.148504,,0,,0
2.933.690794,933,"Mitre - Balmes",41.404677,2.141067,,0,,0
2.934.691792,934,"Mitre - Mandri",41.401131,2.136281,,0,,0
2.936.679322,936,"Pg Sant Gervasi - Pl Bonanova",41.407118,2.13388,,0,,0
2.937.692602,937,"Pg Sant Gervasi - Pl John F Kennedy",41.410035,2.135811,,0,,0
2.938.683632,938,"Provença - Aribau",41.390302,2.155509,,0,,0
2.940.688223,940,"Mitre - Av Sarrià",41.393021,2.131147,,0,,0
2.941.690924,941,"Gran Via - Mandoni",41.369504,2.141953,,0,,0
2.943.674564,943,"Pl Espanya - Av Reina Maria Cristina",41.374124,2.14957,,0,,0
2.945.674591,945,"Poble Espanyol",41.369421,2.147,,0,,0
2.946.683255,946,"Berenguer de Palou - Pont del Treball",41.423251,2.191799,,0,,0
2.947.674955,947,"Berenguer de Palou - Pare Manyanet",41.427496,2.191686,,0,,0
2.949.689823,949,"Indústria - Nàpols",41.404877,2.168282,,0,,0
2.954.689406,954,"Pg  Joan de Borbó - Almirall Aixada",41.377649,2.188362,,0,,0
2.955.689405,955,"Pg  Joan de Borbó",41.38003,2.187419,,0,,0
2.956.679583,956,"Pg Joan de Borbó",41.379834,2.187255,,0,,0
2.957.689404,957,"Pg Joan de Borbó - Almirall Aixada",41.377559,2.188155,,0,,0
2.959.689408,959,"Pg Joan de Borbó - Judici",41.376099,2.188942,,0,,0
2.960.683341,960,"Pg Joan de Borbó - Pl del Mar",41.374332,2.188567,,0,,0
2.962.674978,962,"Metro Besòs",41.420481,2.207704,,0,,0
2.963.693894,963,"Cantàbria - Andrade",41.418243,2.203552,,0,,0
2.965.675043,965,"Pont del Treball - Santander",41.422093,2.197447,,0,,0
2.967.675646,967,"Balmes - Jovellanos",41.430119,2.210319,,0,,0
2.968.675647,968,"Balmes - Pereda",41.431327,2.207885,,0,,0
2.969.675381,969,"Pg Enric Sanchís - Sant Adrià",41.435519,2.204847,,0,,0
2.970.675383,970,"Pg Enric Sanchís - Santander",41.433497,2.205972,,0,,0
2.971.694011,971,"Rambla Prim - Santander",41.425273,2.201282,,0,,0
2.972.690003,972,"Pl Botticelli",41.433116,2.153152,,0,,0
2.973.674529,973,"Artesania - Pl de la República",41.439606,2.174585,,0,,0
2.974.693921,974,"Artesania - Góngora",41.441838,2.172807,,0,,0
2.975.674541,975,"Almansa - Via Favència",41.443975,2.174337,,0,,0
2.977.675680,977,"Via Barcino - Ausona",41.449846,2.192427,,0,,0
2.978.685812,978,"Av Terra Nostra - Priorat",41.481873,2.167691,,0,,0
2.979.677974,979,"Av Riera de Sant Cugat - Pere de Montcada",41.484568,2.178859,,0,,0
2.980.675585,980,"Av Terra Nostra - CEIP Mitja Costa",41.482792,2.172908,,0,,0
2.981.675776,981,"Av Terra Nostra - Llorer",41.482406,2.170493,,0,,0
2.983.685816,983,"Av Terra Nostra - la Rosa",41.482321,2.170444,,0,,0
2.984.685818,984,"Av Terra Nostra - Dàlia",41.482688,2.172705,,0,,0
2.985.677972,985,"Av Riera de Sant Cugat - Huc de Montcada",41.48451,2.178948,,0,,0
2.986.675774,986,"Quarters - Ctra Nacional 152",41.485109,2.183332,,0,,0
2.988.674589,988,"Santaló - Trav de Gràcia",41.394838,2.146914,,0,,0
2.989.683291,989,"Santaló - Mercat Galvany",41.396941,2.144227,,0,,0
2.990.689527,990,"Numància - Parc Les Corts",41.386138,2.135869,,0,,0
2.991.679468,991,"Les Corts - Numància",41.387311,2.135795,,0,,0
2.993.679534,993,"Mandri - Artesa de Segre",41.402968,2.134025,,0,,0
2.994.691750,994,"Mitre - Muntaner",41.40262,2.137557,,0,,0
2.995.692566,995,"Pg Bonanova - Mandri",41.405342,2.131019,,0,,0
2.996.692562,996,"Pg Bonanova - Mandri",41.405197,2.131001,,0,,0
2.997.675423,997,"Mandri - Jardins Ca n'Altamira",41.404193,2.132682,,0,,0
2.998.678653,998,"Santuari - Ceuta",41.420126,2.151357,,0,,0
2.999.674880,999,"Santuari - La Murtra",41.419847,2.155033,,0,,0
2.1000.674887,1000,"Santuari - La Murtra",41.419945,2.155085,,0,,0
2.1001.685014,1001,"Santuari - l'Hortal",41.420235,2.151004,,0,,0
2.1002.674909,1002,"Av de Vallcarca - Metro Penitents",41.418082,2.14092,,0,,0
2.1003.690593,1003,"Pl Alfonso Comín - Pg  Vall d'Hebron",41.416211,2.138226,,0,,0
2.1004.691213,1004,"Metro Paral·lel",41.375031,2.170619,,0,,0
2.1005.691186,1005,"Pl Josep Maria Folch",41.376156,2.166602,,0,,0
2.1006.694064,1006,"Ronda Sant Pau - Parlament",41.378352,2.163707,,0,,0
2.1007.675706,1007,"Meridiana - Navas",41.417607,2.18675,,0,,0
2.1008.674389,1008,"Pg Maragall - Trinxant",41.419027,2.180738,,0,,0
2.1010.675624,1010,"Olvan",41.429684,2.133275,,0,,0
2.1011.675199,1011,"Pl del Nou",41.35325,2.141139,,0,,0
2.1014.696050,1014,"Av Verge de Montserrat - Coronel Sanfeliu",41.325735,2.095149,,0,,0
2.1015.696060,1015,"Av Verge de Montserrat - Ctra de la Marina",41.327374,2.098731,,0,,0
2.1016.696056,1016,"Av Verge de Montserrat - Castella",41.325721,2.094455,,0,,0
2.1017.691726,1017,"Laureà Miró - Nord",41.378095,2.082201,,0,,0
2.1018.679676,1018,"Av Can Corts - Ctra d'Esplugues",41.357494,2.068283,,0,,0
2.1020.674760,1020,"Pg Vall d'Hebron - Natzaret",41.421576,2.140501,,0,,0
2.1021.675397,1021,"Ardena - Ronda de Dalt",41.390617,2.107332,,0,,0
2.1022.690503,1022,"Pg Calvell - Rambla del Poblenou",41.397033,2.205785,,0,,0
2.1023.674553,1023,"Sant Adrià - Pg Enric Sanchís",41.436015,2.204051,,0,,0
2.1025.675398,1025,"Ronda de Dalt - Moneders",41.389978,2.108094,,0,,0
2.1028.692551,1028,"Pg Torras i Bages - Sant Andreu",41.436982,2.191088,,0,,0
2.1030.676543,1030,"Av Ferrer i Guàrdia - Av Montanyans",41.367804,2.145138,,0,,0
2.1033.694243,1033,"Guipúscoa - Verneda",41.425066,2.208422,,0,,0
2.1034.691566,1034,"Laureà Miró - Primer de Maig",41.376933,2.092166,,0,,0
2.1035.675450,1035,"Via Favència - Molí",41.445946,2.180146,,0,,0
2.1036.675347,1036,"Aribau - Laforja",41.397926,2.147323,,0,,0
2.1037.694776,1037,"Pg Maragall - Manigua",41.421799,2.179568,,0,,0
2.1039.690028,1039,"Via Laietana - Comtal",41.387063,2.174794,,0,,0
2.1040.690732,1040,"Pl Urquinaona",41.388783,2.173322,,0,,0
2.1042.694258,1042,"Riu Llobregat - Riu Cardener",41.317633,2.08342,,0,,0
2.1043.695959,1043,"Av Remolar - Av Onze de setembre",41.319687,2.090414,,0,,0
2.1044.686098,1044,"Av del Remolar - Pl de la Granja",41.318644,2.091294,,0,,0
2.1045.675011,1045,"Pg  Zona Franca - Motors",41.352282,2.144507,,0,,0
2.1046.675024,1046,"Pg  Zona Franca - Cisell",41.353751,2.143491,,0,,0
2.1047.675357,1047,"Felip II - Ramon Albó",41.427261,2.177781,,0,,0
2.1048.690661,1048,"Felip II - Pl Congrés",41.425721,2.179802,,0,,0
2.1051.690060,1051,"Jerez - Pl de la Ciutadella",41.431347,2.155261,,0,,0
2.1052.675675,1052,"Rambla Sant Just - Major",41.380882,2.075103,,0,,0
2.1053.675677,1053,"Rambla Sant Just - Marquès de Monistrol",41.382967,2.074092,,0,,0
2.1054.691736,1054,"Hereter - Av Indústria",41.382749,2.07144,,0,,0
2.1057.682738,1057,"Constitució - Mossèn Amadeu Oller",41.369928,2.13775,,0,,0
2.1058.674804,1058,"Viladomat - Manso",41.376481,2.16144,,0,,0
2.1059.683095,1059,"Vilamarí - Av Mistral",41.375731,2.153416,,0,,0
2.1061.691423,1061,"Paral·lel - Vila i Vilà",41.374858,2.167291,,0,,0
2.1062.675188,1062,"Av Paral·lel - Lleida",41.374825,2.153057,,0,,0
2.1063.675187,1063,"Av Paral·lel - Pl Espanya",41.374832,2.152229,,0,,0
2.1064.675189,1064,"Av Paral·lel - Llançà",41.374833,2.152562,,0,,0
2.1065.675906,1065,"Pl de la Font Castellana - Tenerife",41.415206,2.166346,,0,,0
2.1066.674798,1066,"Mallorca - Pau Claris",41.395338,2.164454,,0,,0
2.1067.674722,1067,"Pl Urquinaona - Pau Claris",41.389329,2.172834,,0,,0
2.1069.692556,1069,"Metro Urquinaona",41.38902,2.172786,,0,,0
2.1070.674374,1070,"Gran Via - Pau Claris",41.390143,2.169377,,0,,0
2.1071.689859,1071,"Pl Urquinaona",41.389095,2.172533,,0,,0
2.1072.674425,1072,"Mallorca - Padilla",41.40559,2.178124,,0,,0
2.1074.684108,1074,"Ribes - Lepant",41.399547,2.184073,,0,,0
2.1075.688054,1075,"Pl Universitat",41.38607,2.16397,,0,,0
2.1076.674840,1076,"Pl Universitat - Pelai",41.385629,2.164493,,0,,0
2.1078.674790,1078,"València - Pg de Gràcia",41.392346,2.162948,,0,,0
2.1079.675215,1079,"Ronda Sant Pere - Pl Urquinaona",41.388581,2.171448,,0,,0
2.1080.690454,1080,"Diagonal - Pau Claris",41.396737,2.160649,,0,,0
2.1082.681373,1082,"Ronda Sant Pere - Pl de Catalunya",41.388275,2.170633,,0,,0
2.1086.674638,1086,"Camèlies - Praga",41.413077,2.162952,,0,,0
2.1088.675631,1088,"Casanova - París",41.391286,2.151078,,0,,0
2.1089.674793,1089,"Rosselló - Bailèn",41.399765,2.165991,,0,,0
2.1090.676836,1090,"Metro Maresme - Fòrum",41.412236,2.217167,,0,,0
2.1092.675127,1092,"Metro La Pau",41.422866,2.205485,,0,,0
2.1095.674416,1095,"Av dels Quinze - Pg Maragall",41.4264,2.175874,,0,,0
2.1098.691338,1098,"Diagonal - Francesc Macià",41.393154,2.145855,,0,,0
2.1099.674691,1099,"Josep Tarradellas - Comte Borrell",41.391524,2.144261,,0,,0
2.1101.695823,1101,"Pl de la Vila - Santa Coloma",41.451158,2.208149,,0,,0
2.1103.677989,1103,"Pl Catalunya - Portal de l'Àngel",41.386592,2.171069,,0,,0
2.1104.685616,1104,"Sardenya - Camèlies",41.413114,2.161533,,0,,0
2.1108.675125,1108,"Av Marquès de l'Argentera - Pg Picasso",41.385091,2.185189,,0,,0
2.1109.693519,1109,"Pallars - Pere IV",41.398714,2.194618,,0,,0
2.1111.695942,1111,"Rambla Prim - Pere IV",41.417086,2.211207,,0,,0
2.1113.694007,1113,"Rambla Prim - Cristóbal de Moura",41.416465,2.2129,,0,,0
2.1116.694225,1116,"Gran de Gràcia - Lesseps",41.406176,2.150079,,0,,0
2.1117.680459,1117,"Gran de Gràcia - Pl Trilla",41.403474,2.152181,,0,,0
2.1118.694229,1118,"Riera de Cassoles - Pl Lesseps",41.405743,2.150126,,0,,0
2.1119.689808,1119,"Av República Argentina - Escipió",41.408629,2.147061,,0,,0
2.1120.683086,1120,"Mitre - Berna",41.405622,2.146637,,0,,0
2.1122.683417,1122,"Pl Lesseps - Riera de Vallcarca",41.406744,2.149511,,0,,0
2.1123.674631,1123,"Riera de Cassoles - Carolines",41.403638,2.150081,,0,,0
2.1124.676766,1124,"Ronda Universitat - Pl Universitat",41.386181,2.165062,,0,,0
2.1127.675035,1127,"Pg  Lluís Companys - Arc de Triomf",41.39069,2.180252,,0,,0
2.1128.675036,1128,"Pg  Lluís Companys - Parc de la Ciutadella",41.388838,2.182697,,0,,0
2.1129.675029,1129,"Parc de la Ciutadella - Princesa",41.387804,2.183054,,0,,0
2.1130.688659,1130,"Pg Picasso - Comerç",41.388363,2.182087,,0,,0
2.1131.675255,1131,"Bac de Roda - Llull",41.405568,2.206712,,0,,0
2.1135.675120,1135,"Pau Claris - Rosselló",41.396467,2.162074,,0,,0
2.1136.690587,1136,"Pg de Gràcia - Mallorca",41.393522,2.163363,,0,,0
2.1137.674586,1137,"Casanova - Mercat del Ninot",41.388597,2.154626,,0,,0
2.1138.690909,1138,"Pg  de Sant Joan - València",41.398843,2.170462,,0,,0
2.1140.674781,1140,"Padilla - Mallorca",41.405645,2.177352,,0,,0
2.1141.674517,1141,"Av Gaudí",41.405772,2.174817,,0,,0
2.1143.694774,1143,"Dos de Maig - Còrsega",41.409817,2.178277,,0,,0
2.1144.690269,1144,"Pg de Gràcia - Rosselló",41.395893,2.160116,,0,,0
2.1145.686054,1145,"Pg Jaume I - Pl Lluís Companys",41.482075,2.188604,,0,,0
2.1146.674504,1146,"Montbau",41.433033,2.141504,,0,,0
2.1147.692570,1147,"Pg Vall d'Hebron - Poesia",41.430667,2.144754,,0,,0
2.1148.674914,1148,"Pg Vall d'Hebron - Mundet",41.435033,2.14704,,0,,0
2.1150.688694,1150,"Vayreda - Arquitectura",41.430385,2.140176,,0,,0
2.1153.691043,1153,"Pl Catalunya",41.321642,2.093474,,0,,0
2.1155.686571,1155,"Lleida - Ctra de l' Aviació",41.321557,2.093548,,0,,0
2.1156.675520,1156,"Av del Parc - Bellaterra",41.358927,2.073605,,0,,0
2.1157.675521,1157,"Av del Parc - Bonavista",41.359578,2.075877,,0,,0
2.1158.675046,1158,"Pg Torras i Bages - Residència",41.439348,2.191109,,0,,0
2.1161.675050,1161,"Torras i Bages",41.442298,2.190707,,0,,0
2.1163.690802,1163,"Pg Picasso - Princesa",41.387133,2.183523,,0,,0
2.1164.689738,1164,"Pla de Palau - Pl Pau Vila",41.38255,2.185005,,0,,0
2.1166.687433,1166,"Meridiana - Estació d'Autobusos Fabra i Puig",41.430561,2.183016,,0,,0
2.1167.675822,1167,"CAP Sant Andreu",41.433332,2.183621,,0,,0
2.1168.674405,1168,"S'Agaró - Llosa",41.449237,2.187541,,0,,0
2.1172.674540,1172,"Via Favència - IES Guineueta",41.44345,2.172257,,0,,0
2.1173.695525,1173,"Gran Via - Química",41.365784,2.137155,,0,,0
2.1174.674921,1174,"Artesania - Antonio Machado",41.445167,2.17097,,0,,0
2.1176.684716,1176,"Via Favència - Palamós",41.446496,2.184238,,0,,0
2.1178.693979,1178,"Pont del Treball-Santander",41.422073,2.196494,,0,,0
2.1180.694001,1180,"Rambla Prim - Cantàbria",41.424881,2.200925,,0,,0
2.1181.691246,1181,"Rambla Prim - Guipúscoa",41.422359,2.204269,,0,,0
2.1185.693719,1185,"Paral·lel - Av Mistral",41.375127,2.152734,,0,,0
2.1185.695868,1185,"Paral·lel - Av Mistral",41.375128,2.152629,,0,,0
2.1187.674867,1187,"Camí de Sant Genís - Natzaret",41.428088,2.137191,,0,,0
2.1188.693098,1188,"Natzaret - Av Jordà",41.427514,2.13684,,0,,0
2.1190.690667,1190,"Bac de Roda - Gran Via",41.412493,2.197521,,0,,0
2.1191.675241,1191,"Bilbao - Concili de Trento",41.411335,2.192025,,0,,0
2.1193.674498,1193,"Jorge Manrique - Can Travi",41.431561,2.14949,,0,,0
2.1194.675168,1194,"Badal - Constitució",41.368597,2.132776,,0,,0
2.1195.674894,1195,"Vallcarca",41.413062,2.144236,,0,,0
2.1196.675441,1196,"Isaac Newton - Lleó XIII",41.414895,2.135836,,0,,0
2.1197.691544,1197,"Ctra d'Esplugues - Oliverar",41.366651,2.077829,,0,,0
2.1198.691691,1198,"Av Sant Ildefons - Dàlia",41.362154,2.082364,,0,,0
2.1199.675526,1199,"Av Sant Ildefons - Marfull",41.360524,2.081165,,0,,0
2.1200.691585,1200,"Ctra d'Esplugues - La Miranda",41.361136,2.07278,,0,,0
2.1201.691587,1201,"Ctra d'Esplugues - Pl del Sol",41.364401,2.075946,,0,,0
2.1202.691687,1202,"Av de Sant Ildefons - Avet",41.365504,2.082789,,0,,0
2.1203.692097,1203,"Av de Sant Ildefons - Ctra d'Esplugues",41.367303,2.08039,,0,,0
2.1204.684996,1204,"Pg  Santa Coloma - Pl de la Modernitat",41.446179,2.19345,,0,,0
2.1205.675375,1205,"Pg  Santa Coloma - Baró de Viver",41.448313,2.199544,,0,,0
2.1206.686094,1206,"Riu Llobregat - Ronda del Sud",41.316126,2.09106,,0,,0
2.1207.674799,1207,"Mallorca - Pg de Gràcia",41.393336,2.161799,,0,,0
2.1208.687703,1208,"Pl Catalunya - Rambla Catalunya",41.387575,2.168831,,0,,0
2.1209.679467,1209,"Gran Via - Balmes",41.387931,2.166431,,0,,0
2.1210.687701,1210,"Pl Catalunya - Pg  de Gràcia",41.387757,2.169316,,0,,0
2.1211.675672,1211,"Rambla Sant Just - Ctra Reial",41.379351,2.075892,,0,,0
2.1212.675674,1212,"Rambla Sant Just - Catalunya",41.38034,2.075249,,0,,0
2.1213.685295,1213,"Anselm Clavé - Av Catalunya",41.492142,2.183393,,0,,0
2.1214.691903,1214,"Ramiro de Maeztu - Pl Sanllehy",41.413971,2.160694,,0,,0
2.1215.676374,1215,"Ramiro de Maeztu - Miquel Sants Oliver",41.415207,2.158412,,0,,0
2.1217.684613,1217,"Ctra del Carmel - Albert Llanas",41.416462,2.156469,,0,,0
2.1218.674859,1218,"Ctra del Carmel - Pl Raimon Casellas",41.416835,2.158833,,0,,0
2.1219.674861,1219,"Ctra del Carmel - Can Xirot",41.416972,2.156458,,0,,0
2.1221.674863,1221,"Ctra del Carmel - Ramiro de Maeztu",41.415646,2.156804,,0,,0
2.1222.683372,1222,"Ramiro de Maeztu - Av Pompeu Fabra",41.414884,2.158604,,0,,0
2.1223.674843,1223,"Ramiro de Maeztu - C N Catalunya",41.415782,2.156793,,0,,0
2.1224.674947,1224,"Mallorca - Rogent",41.410324,2.184429,,0,,0
2.1225.678735,1225,"Sant Antoni Maria Claret - Nàpols",41.4049,2.165876,,0,,0
2.1226.675082,1226,"Pg  Pujades - Parc de la Ciutadella",41.390461,2.185365,,0,,0
2.1227.689732,1227,"Mallorca - Pg  Sant Joan",41.399839,2.170428,,0,,0
2.1228.674379,1228,"València - Pg  Sant Joan",41.398963,2.171747,,0,,0
2.1229.675718,1229,"Pl Tetuan - Gran Via",41.395093,2.176312,,0,,0
2.1230.688213,1230,"Gran Via - Roger de Flor",41.39619,2.176898,,0,,0
2.1232.681460,1232,"Pg Maragall - Ronda Guinardó",41.424242,2.177086,,0,,0
2.1233.674490,1233,"Padilla - Trav de Gràcia",41.410353,2.171144,,0,,0
2.1234.674491,1234,"Padilla - Mas Casanovas",41.411644,2.169474,,0,,0
2.1235.674893,1235,"Pg Maragall - Av Frederic Rahola",41.427763,2.164694,,0,,0
2.1236.675108,1236,"Pedrell - Font d'en Fargas",41.424465,2.16617,,0,,0
2.1237.693105,1237,"Pedrell - Av Frederic Rahola",41.424175,2.168549,,0,,0
2.1238.674679,1238,"Estadi del Futbol Club Barcelona",41.380455,2.125055,,0,,0
2.1240.675369,1240,"Meridiana - Av Rio de Janeiro",41.443041,2.18621,,0,,0
2.1242.692588,1242,"Pg Valldaura - Av Rio de Janeiro",41.43944,2.182604,,0,,0
2.1243.675105,1243,"Montserrat de Casanovas - Marí",41.422414,2.161914,,0,,0
2.1244.687695,1244,"Montserrat de Casanovas - Passerell",41.421547,2.159241,,0,,0
2.1246.688174,1246,"Gran Via - Llúria",41.391937,2.171236,,0,,0
2.1247.675093,1247,"València - Roger de Llúria",41.394666,2.166028,,0,,0
2.1252.680921,1252,"Pg Vall d'Hebron - Basses d'Horta",41.425199,2.142908,,0,,0
2.1253.674689,1253,"Josep Tarradellas - París",41.38641,2.142976,,0,,0
2.1254.674368,1254,"Gran Via - Entença",41.378385,2.153719,,0,,0
2.1255.690665,1255,"Sepúlveda - Rocafort",41.377377,2.15467,,0,,0
2.1257.692595,1257,"Pl de Catalunya - Ronda Sant Pere",41.387727,2.170547,,0,,0
2.1258.683752,1258,"La Rambla - Pl Catalunya",41.385362,2.170425,,0,,0
2.1259.681594,1259,"Collblanc - Cardenal Reig",41.375919,2.114639,,0,,0
2.1260.676555,1260,"Gran de Gràcia - Trav de Gràcia",41.400279,2.155029,,0,,0
2.1261.674807,1261,"Gran de Gràcia - Metro Fontana",41.401809,2.153274,,0,,0
2.1262.690815,1262,"Pl Gal·la Placídia",41.399564,2.152292,,0,,0
2.1263.674796,1263,"Bruc - Còrsega",41.39884,2.163439,,0,,0
2.1264.674612,1264,"Villarroel - Hospital Clínic",41.389382,2.151134,,0,,0
2.1265.688808,1265,"Pg de Sant Joan - Rosselló",41.401263,2.16675,,0,,0
2.1268.689013,1268,"Muntaner - Rosselló",41.391059,2.153439,,0,,0
2.1271.675212,1271,"Pl Catalunya - Bergara",41.386552,2.169525,,0,,0
2.1273.674969,1273,"Llull - Llacuna",41.400066,2.20102,,0,,0
2.1274.690706,1274,"Pujades - Bilbao",41.403014,2.20236,,0,,0
2.1278.677957,1278,"Marina - Doctor Trueta",41.390944,2.192181,,0,,0
2.1279.675619,1279,"Av Elies Pagès",41.428364,2.13287,,0,,0
2.1281.691949,1281,"Ramon Trias Fargas - Pg  Marítim",41.38581,2.196459,,0,,0
2.1282.676540,1282,"Platja de la Barceloneta",41.380308,2.192841,,0,,0
2.1283.679265,1283,"Platja de la Barceloneta",41.380513,2.19313,,0,,0
2.1284.675156,1284,"Hospital del Mar",41.383169,2.194609,,0,,0
2.1285.691950,1285,"Ramon Trias Fargas - Ronda Litoral",41.386274,2.195852,,0,,0
2.1289.676827,1289,"La Rambla - Pl del Teatre",41.378727,2.175619,,0,,0
2.1290.680746,1290,"La Rambla - Liceu",41.381611,2.173078,,0,,0
2.1295.692582,1295,"La Rambla - La Boqueria",41.381421,2.172813,,0,,0
2.1296.674616,1296,"La Rambla - Font de Canaletes",41.385053,2.170125,,0,,0
2.1297.689817,1297,"Mallorca - Marina",41.403954,2.175937,,0,,0
2.1298.688193,1298,"Gran Via - Sardenya",41.398739,2.180295,,0,,0
2.1299.679767,1299,"Av Mare de Déu de Montserrat - Sanllehy",41.413192,2.160759,,0,,0
2.1301.675359,1301,"Pi i Margall - Sardenya",41.409788,2.164282,,0,,0
2.1302.690734,1302,"Buenaventura Muñoz - Sardenya",41.393584,2.187546,,0,,0
2.1305.683485,1305,"Pg Maragall - Indústria",41.415155,2.180784,,0,,0
2.1306.687949,1306,"Marina - Indústria",41.407498,2.170596,,0,,0
2.1307.675348,1307,"Pg de Sant Joan - Trav de Gràcia",41.403929,2.163188,,0,,0
2.1310.689969,1310,"Gran Via - Santa Dorotea",41.371705,2.14488,,0,,0
2.1313.675412,1313,"Via Augusta - Tres Reis",41.404143,2.118016,,0,,0
2.1314.683903,1314,"Josep Sangenís - Dante Alighieri",41.425218,2.152039,,0,,0
2.1315.686472,1315,"Josep Sangenís - Santa Gemma",41.42398,2.148792,,0,,0
2.1316.684520,1316,"Av Mare de Déu de Montserrat - Praga",41.41418,2.162303,,0,,0
2.1318.674380,1318,"València - Diagonal",41.400688,2.174058,,0,,0
2.1319.688040,1319,"Gran Via - Roger de Flor",41.396101,2.177304,,0,,0
2.1321.674659,1321,"Mare de Déu de la Salut - Hospital de l'Esperança",41.410346,2.154882,,0,,0
2.1323.675012,1323,"Pg  Zona Franca - Cisell",41.354767,2.143169,,0,,0
2.1324.674881,1324,"Santa Rosalia - Sant Dalmir",41.423238,2.148815,,0,,0
2.1325.674618,1325,"La Rambla - Santa Mònica",41.377785,2.175823,,0,,0
2.1326.693753,1326,"Paral·lel - Drassanes",41.374788,2.17464,,0,,0
2.1327.674885,1327,"Pi i Margall - Pau Alsina",41.409576,2.163956,,0,,0
2.1328.694457,1328,"Camèlies - Pau Alsina",41.411349,2.15977,,0,,0
2.1329.690535,1329,"Providència - Pi i Margall",41.410366,2.16359,,0,,0
2.1335.679022,1335,"Escorial - Pl Joanic",41.406114,2.162517,,0,,0
2.1336.676580,1336,"Pg Llorenç Serra - Sant Joaquim",41.449876,2.203987,,0,,0
2.1338.674526,1338,"Segre - Sant Adrià",41.433581,2.192413,,0,,0
2.1339.674546,1339,"Dublín - Meridiana",41.428613,2.18514,,0,,0
2.1340.675366,1340,"Meridiana - Riera de Sant Andreu",41.435495,2.184425,,0,,0
2.1341.675389,1341,"Bartrina - Pont del Dragó",41.439525,2.186133,,0,,0
2.1342.675390,1342,"Pl de Mossèn Clapés",41.441726,2.18752,,0,,0
2.1344.681081,1344,"Onze de Setembre - Virgili",41.430162,2.193125,,0,,0
2.1345.694770,1345,"Pg Maragall - Segle XX",41.422076,2.179092,,0,,0
2.1347.682172,1347,"Les Agudes 27",41.46364,2.178338,,0,,0
